Country Name,Indicator Name,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Croatia,GDP per capita (constant 2010 US$),,,,,,,,"8619,09600864208","9254,14071218741","9876,26929173057","10108,7191934143","10056,2354876423","10446,5614264747","11177,4428665801","11805,1636902382","12466,9291001191","12981,2544203876","13523,1309936676","14195,0403114126","14917,6512895905","15201,915788476","14103,4024900022","13949,3264974977","13969,8048908879","13677,4207155701","13654,2454415363","13663,1654484475","14111,2512495402","14707,2369456328","15396,801079964","15971,1476683104","16519,0374997118","15204,3467086723"
Cuba,GDP per capita (constant 2010 US$),"4401,69115150364","4386,71587706265","4220,00004996628","3741,73953402774","3289,05565025312","2785,97031115682","2793,21970728931","2848,76929944041","3057,74392114255","3128,42761981286","3119,50424206904","3298,82586902785","3480,83308209426","3579,39258987933","3619,05110931618","3746,43714776245","3955,16526019667","4393,82848732897","4924,13266940827","5286,48254383828","5511,0450028109","5596,13868452677","5730,35426413345","5885,25410079982","6051,67983267901","6203,84216323149","6255,42228837305","6522,73910292361","6550,27495085164","6666,3340798609","6816,89199915949","6804,86678441019",
Cyprus,GDP per capita (constant 2010 US$),"18268,1238749989","19440,8480288613","20440,1016822124","20065,078347886","21374,8935729026","21010,9587379038","21795,1299530225","23193,4050231714","23111,6748031885","23388,1423316642","24514,9231345503","25453,7467449106","26686,7672681302","27444,1704575173","28141,5453784055","28530,9168801287","29566,8206405186","30558,4223752765","31469,4602423868","32377,0733093763","32725,6336182866","31216,7678605042","31023,6383309791","30363,5084896573","28873,621277345","27044,3046420299","26843,415457025","27865,5932241651","29523,8651524712","30758,3123095539","31977,8096482792","32517,2372758989","30438,4675161368"
Czech Republic,GDP per capita (constant 2010 US$),,,"14059,6691862221","12456,5145647847","12380,7523421287","12375,5458542296","12730,9892884113","13566,9230445026","14162,0812652243","14103,8653283376","14066,8969907949","14276,1831708286","14889,0699168483","15399,8926955896","15671,8508458467","16238,1279390281","17014,6946151392","18112,8675393284","19286,2559769381","20242,0992806842","20614,1976855063","19542,4692750929","19960,0684872157","20269,4874310085","20082,2511927375","20066,3755917313","20498,7057499494","21560,8262336715","22065,4686395319","23144,4087233262","23804,9751704762","24260,0067624452","22843,0385885642"
Denmark,GDP per capita (constant 2010 US$),"43736,6948483453","43992,4805277826","44569,0130550272","45073,0173703703","45803,3899424138","45655,9213803151","47928,3750949877","49122,869145915","50262,2277721336","51685,9880377952","52640,9455601551","54013,7920784946","55850,6307584745","56108,9590798817","56190,8112370978","56256,7557433867","57608,7372228203","58792,6604395229","60892,7715824758","61174,5416142733","60504,7769609703","57229,0398665344","58041,3984363385","58575,6078023978","58487,7935424732","58788,0841616273","59437,947318035","60402,1296439052","61877,9764789002","63215,9980672126","64271,8782657946","65867,001719698","63880,093657245"
Djibouti,GDP per capita (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,"1343,27512498519",,,,,,,,,,
Dominica,GDP per capita (constant 2010 US$),"4241,77101098262","4262,99653222386","4513,10942013003","4576,86016516728","4658,55707982915","4740,96832108317","4727,51625375325","4866,62218298993","5029,8589959771","5164,62114666749","5390,77907074533","5437,3700201275","5578,8375340971","5573,59525937493","5402,86838258321","5724,64440611146","5875,39911557224","5897,76207460561","6160,5204504066","6544,58557485711","7007,46195991538","6923,6460606419","6967,36495514661","6948,35817167527","6870,70563687791","6795,77714001701","7090,86092179827","6891,89477700395","7055,00162486933","6561,22376884133","6696,45024924943","6910,54327630996","5741,21824339887"
Dominican Republic,GDP per capita (constant 2010 US$),"2838,78585299","2906,77075771247","2695,980175103","2670,18183823473","2914,51037292954","3071,87496011867","3095,46056595042","3214,74630219233","3349,71603197872","3587,95638466289","3768,26462393318","3930,44390641801","4051,50097060773","4089,70032959034","4211,63747128703","4096,11638629781","4143,28193797841","4472,70997790794","4818,73773694691","5109,48559443962","5207,00042066892","5191,14089841204","5555,39201393816","5660,51187550874","5745,41985159703","5955,17471897541","6301,69379010238","6661,86828200261","7026,18153556372","7273,36760146281","7697,73496077783","8002,44242281001","7389,69053234985"
East Timor,GDP per capita (constant 2010 US$),,,,,,,,,,,,,"640,799132891441","731,616994749773","666,699455093306","635,341586897696","621,619696380728","625,425375896891","587,172280116475","634,773532262388","693,981755696127","749,908838605549","806,413526264338","838,175023987656","873,078966166126","875,898809614667","898,477272070131","907,649478090504","920,497283787984","865,704082722471","839,884191667846","977,750509904918","875,516842826485"
Ecuador,GDP per capita (constant 2010 US$),"3721,58786665934","3670,12314624159","3716,26679125183","3786,35146029304","3778,49536395525","3766,81793312107","3840,83262581503","3842,59613966091","3826,31425700396","3908,98116790461","3954,9354359183","3693,7150466669","3663,66378422193","3741,87221921023","3827,36022054702","3865,0528772486","4112,67383810511","4258,42407603435","4372,09342401726","4393,72502697106","4596,14486610769","4547,51299453962","4633,59128443099","4921,84776337293","5122,18108325797","5295,68303310544","5412,13368169658","5330,53849687217","5176,0584892906","5205,7645708545","5180,59839119081","5094,95016724727","4628,31668018853"
"Egypt, Arab Rep.",GDP per capita (constant 2010 US$),"1476,84617586629","1510,22412364719","1557,55018730529","1539,69391820859","1574,50122045062","1587,33156836668","1617,57383317859","1659,04536700498","1707,09565870516","1765,03834296515","1826,62985646475","1899,46336613417","1981,83070000193","2013,25255963793","2022,95226432468","2049,11301006828","2094,25813230137","2148,75514139294","2255,49225498044","2373,41641393754","2498,42792956284","2566,88702590314","2645,96875877924","2636,33934726912","2635,99771845868","2633,20432566682","2649,44728107069","2704,91970710295","2762,58900917223","2818,54745824828","2908,5837230768","3010,15283006875","3058,31071773864"
El Salvador,GDP per capita (constant 2010 US$),"2078,74701727086","2071,574952669","2143,03916388681","2145,70194652408","2264,85742164784","2364,28705563464","2443,37564086158","2528,74940846827","2521,94215125515","2575,49947693735","2620,38397007227","2655,43922865972","2665,68595684992","2671,34606226932","2697,58384094154","2725,12926952232","2735,83669595839","2796,75865703617","2905,12838890539","2946,37857303193","3009,33218555653","2934,15503497775","2983,2288061357","3083,73999475961","3156,62337844465","3212,69547282402","3252,59656104281","3314,78102990969","3382,44146923682","3441,30794468126","3506,42224414473","3580,52511931664","3279,49651626714"
Eritrea,GDP per capita (constant 2010 US$),,,,,"392,25057016315","448,796489203287","548,989951890192","568,322248557296","623,136043841406","672,808458312309","681,244213101248","671,904156606313","635,178791328779","666,848579364956","657,450177747953","610,48586077007","592,287219321906","584,571267254171","560,742899285052","553,87646896247","488,883235523203","498,53435003575","501,355316997143","537,491870813951",,,,,,,,,
Estonia,GDP per capita (constant 2010 US$),,,,,,,,"7206,26518047924","7674,35849136688","8775,14445886468","9243,49867672621","9179,13579400983","10058,0578455501","10727,6032563423","11530,1419566238","12480,6782023009","13405,2027692566","14761,6295558472","16292,061436922","17606,0874563316","16754,9897679612","14364,2593299912","14784,3846616318","15930,6617719021","16485,0450426469","16766,5288481767","17312,7437812736","17620,589755692","18177,0094237252","19153,3881223809","19918,1634134441","20835,8029110222","20161,6512475064"
Eswatini,GDP per capita (constant 2010 US$),"2215,97126682021","2424,60546036895","2848,85035709265","2820,65308589182","2838,68344894354","2858,56994193977","2862,96376355976","2938,90495917707","2991,5579165376","3027,04119977351","3053,55071486961","3098,80630014398","3117,82564438673","3125,29699776025","3244,75440826462","3358,32592574716","3468,19117139634","3660,94416854058","3859,64091426714","4005,48535519543","4010,33065699505","4044,15213460544","4168,48951837194","4233,58705760199","4431,83606516964","4570,99592510482","4578,28437644056","4640,94700557567","4650,09709157824","4698,72213812602","4761,61878524633","4818,17957568677","4690,15765574473"
Ethiopia(excludes Eritrea),GDP per capita (constant 2010 US$),"217,510441774318","209,628860647129","208,079385917464","186,520243167279","164,336583093837","179,40424258118","178,801706036865","183,547909500809","199,922988861927","200,026554690016","187,516734052349","191,571895086738","197,43229024315","207,752708292782","204,938208838217","194,873078199036","215,154553518083","233,944193545113","252,212291438172","273,492136764776","294,805424229212","312,033812834423","341,554122699663","369,202403733146","389,938920464021","419,183825094613","449,420326752459","482,639090267514","514,05750522308","548,419985629207","570,652603623647","602,634085440004","623,095140151288"
Faeroe Islands,GDP per capita (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,"48541,4011938484",,,,,,,,,,
Fiji,GDP per capita (constant 2010 US$),"2594,73836012788","2781,2956628533","2926,56450453417","2821,12769896185","2956,74165366726","2977,7549715636","3086,10621942032","3123,19532298005","3235,71613353352","3131,2099301146","3142,53331036831","3392,98052643371","3315,9340490109","3370,15193421168","3472,30574158412","3503,50059557733","3681,12990401943","3690,01478242805","3729,93885277555","3661,4306490845","3659,11374613103","3573,39673639378","3652,53593320954","3735,54966269032","3781,20202575104","3957,75560232957","4175,4381760178","4352,4412029469","4439,55880844525","4650,29643070384","4794,64603720771","4738,61864063381","3808,20365540165"
Finland,GDP per capita (constant 2010 US$),"31788,0707217424","33284,7940177612","33359,6548324458","31224,9873866083","30027,0304249039","29684,275456867","30727,94052629","31901,7098401561","32963,2932580705","34947,0416370856","36756,4566875083","38277,2825536973","40403,202004856","41363,446672988","41967,7371046569","42706,7212066023","44282,8502481075","45358,3430614717","47004,3707278108","49285,1700490303","49440,8551869753","45231,9411006012","46459,9732548543","47423,2726280536","46538,5482393103","45906,9197974313","45550,6323444393","45647,6685921765","46796,3373472768","48177,0779620411","48744,3838017285","49310,4570637039","47863,7980745102"
Fm Sudan,GDP per capita (constant 2010 US$),"790,324191849754","839,020350289022","772,957962556675","809,80867103744","841,019562864501","856,853937694057","843,077169631477","870,297009111625","897,494512912515","965,892683433527","980,41375912807","983,435493053862","1017,28626259676","1053,68469197087","1090,54271334935","1142,50874632847","1154,17007845227","1206,51193241782","1291,5672712622","1401,1967851146","1469,96954374558","1477,7347399115","1489,87408744006","1629,77591032151","1825,57805916639","1903,44521855065","1988,94832373673","2019,49887905692","2042,11280673671","2086,97194579467","2095,04795599961","2018,40804058714","1939,93305151612"
France,GDP per capita (constant 2010 US$),"30604,4035017159","31761,2546534733","32524,0481339652","32683,3488189582","33041,3626662355","32691,6898534444","33338,334558955","33917,9233559186","34275,6082637337","34952,5274484605","36073,6389763954","37116,4169231628","38309,4427389727","38786,0845424989","38942,2818475732","38985,5396115394","39794,6316978576","40152,6896828065","40850,3587403699","41582,7984058046","41456,4866399732","40058,6828558223","40638,3352541414","41329,0296688845","41258,2715887455","41282,9920513995","41480,7696075124","41793,5447118859","42140,0368796576","42980,7299611129","43631,4042937121","44192,8146200556","40520,6517970746"
French Polynesia,GDP per capita (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GDP per capita (constant 2010 US$),"10328,7665749826","10905,0220314225","11159,7893731101","11522,8574259796","10868,4162303424","10998,9835799385","11110,8177084946","11365,6827544248","11481,4592975298","11838,3454748501","11949,282468711","10618,7395584533","10170,264727618","10142,6106109332","9879,38457276023","9859,29998967201","9679,12180466857","9675,41957506293","9143,52211849309","9413,64676236519","8826,63802162667","8554,29946672679","8849,32260799167","9136,64710991706","9258,90843149412","9418,22492020239","9476,594707477","9521,26900456569","9429,0040542584","9212,36880440182","9051,28130144379","9177,5208269726","8839,76017048115"
"Gambia, The",GDP per capita (constant 2010 US$),"828,793564180507","837,215719930356","830,751885529469","824,571245233652","823,555465141688","821,664081519822","797,844644209339","780,376927545701","773,39190988756","786,668785151048","789,474747637695","814,35353008537","832,678377322901","853,534101575144","799,806001234643","827,834232340336","858,602018117522","812,764232627453","784,023717940512","784,037875537576","808,70380743715","837,335860559815","860,636433851486","767,157429120639","783,262992377178","781,682998970463","747,710579022289","754,992433680038","747,004473006008","760,122645598983","791,453515827326","815,219017599539","791,953878049397"
Georgia,GDP per capita (constant 2010 US$),"4686,98597757062","4338,33763003436","3697,77525375044","2897,09245458014","1583,98220912043","1111,30148359774","1011,17329889534","1077,19044769812","1242,11042537745","1417,51410823633","1498,13903743442","1573,15964829381","1633,53908984437","1738,80289565131","1850,51164541222","2069,08139285388","2202,57179199148","2429,17247233762","2673,14827416342","3025,14181631106","3107,73371370316","3020,99872251","3233,29594347421","3500,52748852583","3751,00347121289","3898,55468450868","4069,42449513792","4185,81387084247","4304,89617565185","4512,76109468254","4733,1577998561","4977,5126950673","4678,66257824508"
Germany,GDP per capita (constant 2010 US$),"30144,5916038413","31077,9224201516","32430,3214294284","33839,4902602064","34228,9984716111","33672,5430228037","34358,5719956025","34786,728549099","34965,6844508481","35540,2875272631","36250,5549565626","36910,8327257826","37934,4517828233","38507,4737778722","38366,6795456265","38076,9815087939","38532,7840538701","38836,7757824923","40364,4632067864","41621,5118402428","42101,0040357854","39804,5722815573","41531,9341978689","43969,7074500187","44070,9085651782","44143,1278111535","44930,7921305433","45208,062454025","45844,6381197286","46862,0419736415","47313,845816417","47469,4770843065","45065,0824555703"
Ghana,GDP per capita (constant 2010 US$),"796,086486141577","812,890018941695","816,077792002882","834,656722262828","842,33350858506","858,324664208642","862,294631432313","873,88567555013","890,631217875351","904,870001419896","924,272012614813","941,590935808965","952,803601637508","966,93752567304","986,022544648189","1012,104452798","1042,55453152235","1076,61782927413","1116,62993309958","1135,49112995427","1207,83409670282","1234,54011949451","1299,34521164062","1446,37145979305","1543,76368731207","1618,59791068154","1627,10807176004","1624,3411899028","1641,83470284491","1736,31159427233","1803,96896015623","1880,26207730699","1848,25029559229"
Greece,GDP per capita (constant 2010 US$),"18811,5470556549","19424,7525501273","19220,3589133724","19579,7478636475","19566,766604169","19140,7686090342","19426,0731169269","19741,5185520533","20217,258193385","21019,8999277065","21717,9076409832","22299,5347944914","23079,0292239274","23907,9478007289","24754,9162253505","26126,9231039321","27381,3755971939","27464,7705731275","28930,1812917496","29801,2644225871","29622,638734887","28274,1814210358","26690,6074159782","24017,2011913711","22437,2204706296","21980,8542904952","22282,2443335279","22337,1505173365","22320,3718893167","22651,0123840359","23050,8548272908","23503,5798044714","21577,2079907861"
Greenland,GDP per capita (constant 2010 US$),"29412,2423364339","31087,3204227791","27295,9523444254","27314,107194088","26011,6275626403","24748,533678432","26073,0270997514","26899,8018575843","27262,4139043324","27613,480696594","29702,688972125","30111,9577032899","32193,0025213682","32514,7598494986","32051,665664368","33379,583469","35593,4254981198","37352,8925366913","39539,9157055674","40626,7814272793","43305,7027608534","43684,587199796","43988,3324931946","43781,4625641366","44454,3735497748","44131,2517597431","46378,3830305527","45351,1394675318","47413,6224796636","47647,6498925072","49311,7670601587",,
Grenada,GDP per capita (constant 2010 US$),"4338,07559207114","4556,97196813552","4769,54542739318","4828,91225873865","4753,36634841698","4609,35315770936","4634,9946000257","4689,27861481877","4862,63414916292","5078,16287907923","5649,65992498533","6015,45546900396","6284,45551497225","6133,11056426931","6319,8072858852","6893,50062472832","6826,35543722708","7709,58318406002","7381,81087477346","7815,58530251344","7869,14231721015","7325,80959792034","7258,16656084855","7275,40437887746","7146,79009629541","7266,15299350606","7747,64301727676","8193,93911606638","8449,15451123137","8775,89864433273","9092,16941972435","9226,55433775179","8152,70950996027"
Guatemala,GDP per capita (constant 2010 US$),"2131,71359975908","2155,45422827888","2162,38292729211","2182,0084432148","2228,32106849158","2257,50900815565","2290,80092600275","2345,90589908261","2357,951522674","2403,50506303015","2464,61784395492","2499,50090345408","2527,43355463932","2524,99285908465","2562,37256349364","2571,28982140167","2596,18924356455","2626,12159445658","2711,16117262298","2826,57934147214","2863,93710387702","2823,97170199121","2852,54732650116","2917,75071551169","2951,61147194396","3007,35686301514","3087,16946495973","3159,60357227177","3190,86360783253","3236,03503152119","3290,455656945","3364,7775703792","3263,6692548658"
Guinea,GDP per capita (constant 2010 US$),"530,310393489504","534,997545335773","541,893898718355","540,513900697526","543,142278879955","555,555206494443","562,606545550449","573,268196150244","583,26758242172","597,613501550096","603,734573022942","611,655697397279","612,815449436929","621,925512727026","641,17232043429","636,790880661261","639,088187300195","644,95827459932","638,758645172872","667,19916617201","679,034125203238","656,204978655058","672,424930360214","694,603940910881","719,697981785079","731,558129570181","741,038605633633","750,470134001627","809,971420116099","869,035441736998","898,474149574739","922,673510359867","959,978704251001"
Guinea-Bissau,GDP per capita (constant 2010 US$),"591,665436194916","614,109077212443","637,217044617598","654,772236294084","647,162655788722","646,14511191902","652,486599631342","667,116645410725","729,767422356774","762,330870295121","537,733215560314","532,743650175717","550,354255377958","550,576462418512","533,267159657264","524,245145262785","526,337344707682","535,962912076508","535,343633236906","539,51052839161","543,175333138573","547,481039220878","558,174668134758","587,710539778309","562,534199011441","565,59852007995","556,149044724462","575,050494821256","595,559796323877","615,038850552038","607,593487331488","619,527847506311","590,193738243452"
Guyana,GDP per capita (constant 2010 US$),"2434,87638501673","2330,87382949608","2266,2897887333","2399,79796356007","2571,74275638696","2761,53023405574","2978,37645908603","3118,36187667426","3368,64286197507","3590,1831703726","3549,55455991087","3674,6237739041","3638,86700554917","3729,36721654219","3773,71872065095","3748,08387196378","3803,64239082921","3727,34069602905","3917,59889536329","4198,5252997178","4263,99179126288","4423,97720866917","4580,69913571388","4808,59604745641","5044,87384047201","5202,36697808431","5261,75632917967","5269,88377813742","5442,6620306698","5617,84196221176","5838,79122967885","6121,72152400476","8741,16082530405"
Honduras,GDP per capita (constant 2010 US$),"1566,45286820895","1563,16981877459","1561,21659859837","1466,97463747536","1512,73187282902","1566,27644329965","1525,87818451221","1574,89692629789","1559,08011923671","1584,67205741142","1595,46186640709","1539,97096752965","1607,67944028063","1608,06865379939","1625,73713812114","1657,31252553156","1717,90223690812","1778,85078643578","1852,14026844352","1922,87416295996","1960,93922466572","1873,3929597551","1904,34715184132","1939,33885570748","1982,00950846405","2000,7917665591","2025,81645685833","2067,29275600354","2111,19339199491","2176,29447270214","2222,60957890961","2244,45031153546","2010,54489641962"
"Hong Kong, China",GDP per capita (constant 2010 US$),"17421,2088638612","17634,2666615708","18251,0149546356","19132,3706634916","20155,3241594006","21040,6220090804","21813,8214670278","21893,7800789612","21835,1091431494","22758,3683739375","21241,5111533185","21566,9911588322","23015,9649259584","22975,1135385001","23252,5299157574","24010,5374004529","25896,7070044158","27688,7725721744","29446,2829765648","31081,5882187177","31553,64671073","30711,4887860529","32549,998231121","33888,494295209","34086,3254396751","35002,5414778329","35717,6897267361","36260,590813896","36818,5131509223","37929,4440311923","38698,6257299366","37762,7398632851","35587,5634863488"
Hungary,GDP per capita (constant 2010 US$),,,,"8869,92277497549","8601,49801839919","8561,70187861927","8826,10164276919","8970,04808753153","8992,87441130256","9294,23728396786","9679,20772402778","10004,7585268456","10480,0790292785","10932,0943672052","11483,0676330881","11986,3801415504","12592,3191951254","13152,8219199123","13704,3372223854","13758,8245408056","13928,800324784","13015,7797876943","13191,6212644696","13485,3151480551","13367,9931241148","13654,2861901501","14270,1081386959","14850,4252030047","15213,0528173847","15912,0146344436","16792,4943545516","17579,8379844128","16745,0857201244"
Iceland,GDP per capita (constant 2010 US$),,,,,,,,"30672,1734986091","31900,3098293337","33466,1644817552","35547,4989174974","36537,3078667847","37837,0827847042","38835,9818497263","38706,2395708334","39262,7564086418","41956,2229930925","43826,5596065942","45514,0349713544","48128,9443058976","48286,0372280666","44433,602186801","43237,0729488958","43900,8256633205","44132,3166633736","45707,0352988017","45964,0045425466","47505,7040559007","49804,1721619735","50690,3926489605","51677,64970871","51852,4264945397","47630,3344137744"
India,GDP per capita (constant 2010 US$),"542,054228855513","562,29657390494","581,218261629888","575,501551725481","595,013461036284","611,11885279435","639,268756032631","674,619559743657","711,928830038232","727,043182260487","757,934108971003","810,217284758088","826,592493894691","851,616562164671","869,201389011861","922,167958383566","979,283839030941","1040,31231563816","1106,9264701603","1173,87531078489","1192,51173531333","1268,24920826465","1357,5637268318","1410,42679733619","1469,180566354","1544,62408306965","1640,18502476571","1751,6644491064","1875,72131188437","1981,99557637737","2089,67893111751","2152,21600868262","1961,29871122172"
Indonesia,GDP per capita (constant 2010 US$),"1536,50577473554","1621,12168496765","1707,81839241188","1794,42287001669","1878,97304404285","1968,41637808895","2083,36246003311","2220,07698334022","2358,11977188317","2433,34075954882","2084,1428308054","2071,52466273924","2143,65951426001","2191,57415651058","2259,30773477148","2335,59400209779","2420,39729003914","2524,2224460692","2627,90524538688","2757,89374105427","2885,30936062326","2979,00482625809","3122,36267319362","3270,62239866007","3421,28314594111","3563,31526024321","3692,98687894057","3824,27487043545","3968,02314194935","4120,44273832973","4284,75877822761","4450,64082092528","4312,35308223753"
"Iran, Islamic Rep.",GDP per capita (constant 2010 US$),"3630,11350880927","3726,42149658585","4125,87339072328","4531,80297522653","4574,17894704874","4548,22145173975","4417,06876493936","4455,30567139381","4622,7321490555","4583,85627792963","4622,34784390186","4605,8551475968","4812,32148411806","4793,09453091371","5078,50534898666","5453,01710148384","5623,69375781546","5735,61123294935","5954,74180197801","6369,82184146881","6316,37127504652","6309,64195463803","6599,66093791004","6695,08201419818","6122,43054988181","6035,2806227609","6232,93413021064","6070,18782506826","6790,64113963652","6948,71035097883","6440,07097053337","5922,52843110696","5943,59733025937"
Iraq,GDP per capita (constant 2010 US$),"2805,63730768929","2656,94643935074","4091,02857461351","1432,17218032312","1845,98392541232","2335,04437818014","2352,53616254706","2329,68071746366","2507,56273218571","2947,02521211096","3853,00984679149","4393,81358514157","4985,25549664172","4924,15863141592","4389,22960612861","2702,96547138033","4040,4003641086","4015,11207918525","4160,55348098309","4168,667940223","4436,25316383317","4493,18490174057","4657,28026921588","4848,4416096796","5322,38513963386","5509,50430985891","5319,05003636718","5388,56703003278","5957,60495985537","5706,28039391963","5507,82021304241","5624,42350491493","4927,04830769522"
Ireland,GDP per capita (constant 2010 US$),"21094,6535458636","22409,7026066085","24286,5165248113","24613,2429131382","25263,182198632","25814,0686138151","27192,4809498682","29659,8642505472","31595,0683509413","34725,0809574063","37363,8962344517","40826,6654412159","44078,452708246","45685,8937589846","47572,781817666","48208,5549718085","50545,6822644186","52293,5588552563","53443,5091765518","54682,0947397139","51200,5248899963","48111,1168019935","48698,1653176731","48777,7149437809","48633,5376809672","48971,6566127488","52815,5290959085","65490,859357238","66046,8072429164","71296,0873363238","76415,3646204057","79572,3054290584","81297,0669473559"
Israel,GDP per capita (constant 2010 US$),,,,,,,,"24994,534719872","25566,1229548693","25901,7878246748","26324,3760904204","26455,538426832","27710,0552003351","27091,4503608224","26564,2738621071","26382,143109114","27008,878766246","27553,1176998698","28584,5269451465","29693,8764333724","30046,0358946344","29607,8366496616","30694,1676766923","31526,1599316067","31701,8353645015","32422,5492412163","33053,1932394759","33123,5330747614","33723,4108821549","34251,9544663442","34767,3763331245","35286,8571837076","33817,4182358118"
Italy,GDP per capita (constant 2010 US$),"29324,6390373416","30295,5373486731","30871,2858063821","31324,5304954355","31564,4161304569","31276,1062100006","31942,3546646364","32863,956232295","33270,9199259828","33861,928319162","34465,1191017075","35019,5369777998","36329,2489368805","37017,3699581292","37056,14917483","36942,9393820643","37227,1479400919","37347,6359290146","37902,3070926424","38272,2040964632","37653,7480014558","35503,1510279269","36000,5201179254","36192,8663751007","35019,4718880864","33978,551774946","33666,6919106164","33961,4361902228","34459,2057152238","35086,4783019615","35484,2793795807","35998,973499989","32901,8829242099"
Jamaica,GDP per capita (constant 2010 US$),"3884,70527063458","4139,03081826348","4283,59725693572","4455,08062714537","4502,11805836738","4879,42321183164","4898,70034062221","4965,01335993538","4911,0527961325","4807,53872662327","4650,38256185981","4656,61708452045","4658,568396072","4685,90599608669","4747,30601206641","4891,21457292864","4927,62743846159","4944,48414281807","5061,20603680652","5108,06026594682","5041,75384055595","4798,57690605166","4704,04775962425","4759,25190748758","4703,09302498548","4700,01867534337","4705,40181320672","4722,66568870506","4762,54342505162","4785,97878632149","4853,16000510955","4874,16992282121","4357,96026073418"
Japan,GDP per capita (constant 2010 US$),"34887,6139315953","36436,5167879736","38092,6561979156","39240,025738333","39426,1894955079","39095,0542996107","39373,2135311491","40358,0950329602","41514,897794653","41861,7534385914","41277,0667588528","41097,9596040256","42169,7332837685","42239,1849263634","42190,8048728416","42744,0112850452","43671,6799739123","44393,6263842663","44995,4944919713","45687,2738147647","45165,7879187542","42724,7603699749","44507,6763859172","44538,7261906776","45276,8743353985","46249,2095886628","46484,1552669134","47102,5808781498","47403,0469116934","48510,6094087782","48766,1336629216","49000,2560402533",
Jordan,GDP per capita (constant 2010 US$),"3218,56646662662","2752,55573841477","2616,75005818544","2521,24659848662","2725,63070244088","2696,16944558691","2696,21930110501","2752,03496000712","2723,98694477707","2746,96362569739","2775,08194701644","2819,09195289425","2886,72425034262","2983,61753092197","3096,71933688575","3156,42808122298","3337,06103887609","3492,8707011155","3633,192886691","3764,53708196797","3851,36295757823","3847,22466821307","3736,64546207921","3637,87313519345","3529,52484057875","3439,25226995226","3396,24026014805","3350,39420329696","3314,30305312643","3303,41603422673","3306,65971467887","3325,80681079341","3241,65747648319"
Kazakhstan,GDP per capita (constant 2010 US$),,,"5890,27604343","5209,29811817048","4936,9912513304","4498,77628458824","3989,13643377697","3738,32363362938","3814,41778826062","3940,944425499","3933,46903079445","4078,44099899642","4491,59182333064","5106,63416701035","5606,85299732022","6107,7088495409","6647,69257229674","7227,98294898918","7917,19482516644","8523,76620458622","8641,67003425349","8573,70829393744","9070,48825285747","9603,24407538565","9923,42161744024","10368,4986908402","10646,0344648696","10617,4746550491","10582,7008718461","10867,7387377836","11165,5730715424","11518,5181248456","11075,0081569579"
Kenya,GDP per capita (constant 2010 US$),"900,68687303048","910,806340512849","917,408205303093","900,35210195935","864,786933233222","840,941102035769","837,003864266319","848,147782878256","857,94802607577","837,810627211753","841,494444156291","837,411716017199","819,615425085923","827,705103949049","809,961459883881","811,426511604554","829,952968123332","855,224993294947","885,809491295772","920,649169032969","897,601862939316","902,124413532378","951,687779975318","982,980541628428","1000,82788516793","1032,2751271295","1060,09315456908","1093,13410176614","1129,7167657971","1156,43282660612","1201,47664464992","1237,49764032598","1206,22156699649"
Kiribati,GDP per capita (constant 2010 US$),"1841,12526206712","1734,989399606","1683,1971533656","1653,54956739876","1644,07110052143","1637,69007442277","1645,13136808701","1622,94677709217","1625,60466177086","1626,23445822617","1703,76422609347","1649,02342137255","1722,27875437889","1668,50519266899","1702,66168611015","1706,87199651714","1648,29908577794","1695,79403127702","1658,63023891493","1653,98738696369","1582,84575159925","1561,278559069","1516,76766004642","1514,39669944468","1561,56178362321","1604,32958053623","1571,28781848505","1710,70267440771","1772,94900757963","1763,3072331796","1777,79123435874","1790,44948159539","1807,64218886486"
"Korea, Rep.",GDP per capita (constant 2010 US$),"7365,09499119163","7808,40470586671","8495,57785477586","9318,5443906108","9793,86299720534","10361,6411983063","11208,6809284802","12163,3414374332","12998,674052601","13671,9572429923","12877,367748504","14252,342326311","15414,2915653968","16038,7255036845","17178,1699899923","17627,2141951262","18470,0217466398","19225,0106941459","20131,0715398147","21191,2464696044","21664,606416493","21724,2423576681","23087,2256438476","23754,7724552742","24197,9413704675","24850,3543993397","25485,5840065102","26063,7064870504","26725,5017164576","27492,576254672","28157,7344466982","28675,0344073464","28361,1890143807"
Kuwait,GDP per capita (constant 2010 US$),,,,,,,,"41801,1018915668","41512,4712927193","40464,827019356","39177,9614386078","36100,9653171658","36068,1398013458","35145,7677877281","35633,9062986831","41331,3805168436","44758,9476917855","47987,5009903661","49344,7480989225","49578,3585926204","47900,4241635738","41907,0701752374","38577,4982788212","39940,1176264163","40287,3162490473","38698,8286454658","37158,6698696967","35969,3774438957","35887,1117866514","33359,4031069365","33112,1274700158","32702,2476691332",
